account_id,account_type,snapshot_date,employee_count,industry,intent_score,mql_count_90d,trial_started,trial_active_users,web_touchpoints_90d,sales_contacts_90d,probability,tier,track,needs_review,quality_flags,reason_codes,draft_outreach
ACC-00043,Suspect,2026-06-28,23,Manufacturing,43.6,0,0,0,4,3,0.04796175472597977,Cold,SDR_Outbound,False,,has had more contact with sales than typical (3 touches in 90 days vs. a typical 1); has been more active on the website than usual (4 visits in the last 90 days vs. a typical 2); shows strong buying intent (score 44 vs. a typical 29),
ACC-01349,Suspect,2026-05-04,18,Manufacturing,35.9,0,0,0,2,0,0.04796175472597977,Cold,SDR_Outbound,False,,has had no sales contact yet in the last 90 days; is a smaller company by headcount (18 employees vs. a typical 61); shows strong buying intent (score 36 vs. a typical 29),
ACC-00803,Prospect,2025-11-29,75,Financial Services,18.2,1,0,0,1,2,0.04775470041351147,Cold,SDR_Outbound,False,,has had more contact with sales than typical (2 touches in 90 days vs. a typical 1); has been less active on the website than usual (1 visits in the last 90 days vs. a typical 2); shows below-average buying intent (score 18 vs. a typical 29),
ACC-00481,Former Customer,2026-04-20,63,Healthcare,,5,0,0,0,3,0.0473981123071941,Cold,AM_WinBack,False,intent_score missing (model-imputed),has had more contact with sales than typical (3 touches in 90 days vs. a typical 1); has not visited the website recently; generated more marketing-qualified leads than typical (5 in 90 days vs. a typical 1),
ACC-00906,Former Customer,2026-03-07,13,Manufacturing,14.6,0,0,0,5,2,0.04727625781623265,Cold,AM_WinBack,False,,has been more active on the website than usual (5 visits in the last 90 days vs. a typical 2); has had more contact with sales than typical (2 touches in 90 days vs. a typical 1); shows below-average buying intent (score 15 vs. a typical 29),
ACC-00910,Prospect,2025-07-13,19,Healthcare,47.5,1,0,0,1,2,0.04725222353561751,Cold,SDR_Outbound,True,stale snapshot (384d old),has had more contact with sales than typical (2 touches in 90 days vs. a typical 1); shows strong buying intent (score 48 vs. a typical 29); has been less active on the website than usual (1 visits in the last 90 days vs. a typical 2),
ACC-00124,Prospect,2026-04-16,52,Healthcare,44.7,0,0,0,4,0,0.04725222353561751,Cold,SDR_Outbound,False,,has been more active on the website than usual (4 visits in the last 90 days vs. a typical 2); has had no sales contact yet in the last 90 days; shows strong buying intent (score 45 vs. a typical 29),
ACC-00889,Prospect,2026-06-18,16,Software,42.0,0,0,0,1,1,0.04725222353561751,Cold,SDR_Outbound,False,,shows strong buying intent (score 42 vs. a typical 29); has been less active on the website than usual (1 visits in the last 90 days vs. a typical 2); is a smaller company by headcount (16 employees vs. a typical 61),
ACC-01208,Prospect,2026-04-06,5,Financial Services,47.2,0,0,0,3,1,0.04725222353561751,Cold,SDR_Outbound,False,,shows strong buying intent (score 47 vs. a typical 29); has been more active on the website than usual (3 visits in the last 90 days vs. a typical 2); is a smaller company by headcount (5 employees vs. a typical 61),
ACC-01464,Suspect,2026-05-27,145,Professional Services,19.0,3,0,0,4,1,0.047191202610269586,Cold,SDR_Outbound,False,,has been more active on the website than usual (4 visits in the last 90 days vs. a typical 2); is a larger company by headcount (145 employees vs. a typical 61); shows below-average buying intent (score 19 vs. a typical 29),
ACC-01456,Prospect,2026-04-27,30,Manufacturing,33.4,2,0,0,0,3,0.047152226083723534,Cold,SDR_Outbound,False,,has had more contact with sales than typical (3 touches in 90 days vs. a typical 1); has not visited the website recently; is a smaller company by headcount (30 employees vs. a typical 61),
ACC-00376,Former Customer,2026-05-10,40,Financial Services,29.2,2,0,0,0,0,0.04706033064906182,Cold,AM_WinBack,False,,has not visited the website recently; has had no sales contact yet in the last 90 days; generated more marketing-qualified leads than typical (2 in 90 days vs. a typical 1),
ACC-00080,Former Customer,2026-05-14,68,Manufacturing,14.7,2,0,0,5,0,0.0470583256440241,Cold,AM_WinBack,False,,has been more active on the website than usual (5 visits in the last 90 days vs. a typical 2); has had no sales contact yet in the last 90 days; shows below-average buying intent (score 15 vs. a typical 29),
ACC-00416,Prospect,2026-05-23,117,Manufacturing,27.4,0,0,0,0,1,0.04693483750103312,Cold,SDR_Outbound,False,,has not visited the website recently; is a larger company by headcount (117 employees vs. a typical 61); has generated no marketing-qualified leads in the last 90 days,
ACC-00345,Suspect,2026-05-01,53,Manufacturing,,5,0,0,6,3,0.04686504024734423,Cold,SDR_Outbound,False,intent_score missing (model-imputed),has been more active on the website than usual (6 visits in the last 90 days vs. a typical 2); has had more contact with sales than typical (3 touches in 90 days vs. a typical 1); generated more marketing-qualified leads than typical (5 in 90 days vs. a typical 1),
ACC-00779,Suspect,2026-04-27,103,Software,30.3,0,0,0,4,3,0.04672803734251503,Cold,SDR_Outbound,False,,has had more contact with sales than typical (3 touches in 90 days vs. a typical 1); has been more active on the website than usual (4 visits in the last 90 days vs. a typical 2); is a larger company by headcount (103 employees vs. a typical 61),
ACC-01225,Prospect,2026-06-09,37,Financial Services,13.4,2,0,0,4,3,0.04657637152526574,Cold,SDR_Outbound,False,,has had more contact with sales than typical (3 touches in 90 days vs. a typical 1); has been more active on the website than usual (4 visits in the last 90 days vs. a typical 2); shows below-average buying intent (score 13 vs. a typical 29),
ACC-00541,Suspect,2026-04-22,136,Manufacturing,31.5,2,0,0,1,3,0.04631195067318344,Cold,SDR_Outbound,False,,has had more contact with sales than typical (3 touches in 90 days vs. a typical 1); is a larger company by headcount (136 employees vs. a typical 61); has been less active on the website than usual (1 visits in the last 90 days vs. a typical 2),
ACC-00317,Prospect,2026-05-19,87,Healthcare,29.8,1,0,0,0,1,0.04623976034430188,Cold,SDR_Outbound,False,,has not visited the website recently; is a larger company by headcount (87 employees vs. a typical 61); shows strong buying intent (score 30 vs. a typical 29),
ACC-00537,Prospect,2025-06-10,14,Professional Services,9.9,0,0,0,2,0,0.046148349023860266,Cold,SDR_Outbound,True,stale snapshot (417d old),has had no sales contact yet in the last 90 days; shows below-average buying intent (score 10 vs. a typical 29); is a smaller company by headcount (14 employees vs. a typical 61),
ACC-00288,Suspect,2026-05-26,71,Manufacturing,30.3,0,0,0,3,0,0.04604590978124484,Cold,SDR_Outbound,False,,has had no sales contact yet in the last 90 days; has been more active on the website than usual (3 visits in the last 90 days vs. a typical 2); has generated no marketing-qualified leads in the last 90 days,
ACC-00800,Suspect,2025-08-06,14,Retail,31.8,0,0,0,6,0,0.0458414895354208,Cold,SDR_Outbound,False,,has been more active on the website than usual (6 visits in the last 90 days vs. a typical 2); has had no sales contact yet in the last 90 days; is a smaller company by headcount (14 employees vs. a typical 61),
ACC-00536,Prospect,2026-04-17,47,Software,,0,0,0,7,1,0.04575404761667955,Cold,SDR_Outbound,False,intent_score missing (model-imputed),has been more active on the website than usual (7 visits in the last 90 days vs. a typical 2); has generated no marketing-qualified leads in the last 90 days; is a smaller company by headcount (47 employees vs. a typical 61),
ACC-01263,Former Customer,2026-05-26,290,Software,30.4,0,0,0,0,0,0.045742444853988935,Cold,AM_WinBack,False,,is a larger company by headcount (290 employees vs. a typical 61); has not visited the website recently; has had no sales contact yet in the last 90 days,
ACC-00586,Prospect,2026-02-25,25,Healthcare,27.2,0,0,0,3,2,0.045573828573704685,Cold,SDR_Outbound,False,,has had more contact with sales than typical (2 touches in 90 days vs. a typical 1); has been more active on the website than usual (3 visits in the last 90 days vs. a typical 2); is a smaller company by headcount (25 employees vs. a typical 61),
ACC-01185,Former Customer,2026-05-24,125,Manufacturing,24.8,1,0,0,0,2,0.04553259304095147,Cold,AM_WinBack,False,,has not visited the website recently; has had more contact with sales than typical (2 touches in 90 days vs. a typical 1); is a larger company by headcount (125 employees vs. a typical 61),
ACC-00561,Prospect,2025-05-21,82,Professional Services,13.7,0,0,0,4,2,0.04545347414143639,Cold,SDR_Outbound,True,stale snapshot (437d old),has been more active on the website than usual (4 visits in the last 90 days vs. a typical 2); has had more contact with sales than typical (2 touches in 90 days vs. a typical 1); shows below-average buying intent (score 14 vs. a typical 29),
ACC-00967,Suspect,2026-04-27,76,Manufacturing,,2,0,0,6,2,0.04542453825799201,Cold,SDR_Outbound,False,intent_score missing (model-imputed),has been more active on the website than usual (6 visits in the last 90 days vs. a typical 2); has had more contact with sales than typical (2 touches in 90 days vs. a typical 1); generated more marketing-qualified leads than typical (2 in 90 days vs. a typical 1),
ACC-00313,Prospect,2026-05-02,466,Retail,,2,0,0,4,2,0.04533729386290235,Cold,SDR_Outbound,False,intent_score missing (model-imputed),is a larger company by headcount (466 employees vs. a typical 61); has been more active on the website than usual (4 visits in the last 90 days vs. a typical 2); has had more contact with sales than typical (2 touches in 90 days vs. a typical 1),
ACC-00429,Suspect,2026-04-24,132,Financial Services,27.8,2,0,0,0,1,0.04514835308398433,Cold,SDR_Outbound,False,,has not visited the website recently; is a larger company by headcount (132 employees vs. a typical 61); generated more marketing-qualified leads than typical (2 in 90 days vs. a typical 1),
ACC-00852,Prospect,2025-08-22,12,Financial Services,29.7,2,0,0,0,0,0.04509704172765393,Cold,SDR_Outbound,False,,has not visited the website recently; has had no sales contact yet in the last 90 days; is a smaller company by headcount (12 employees vs. a typical 61),
ACC-00476,Suspect,2026-03-23,163,Financial Services,17.6,0,0,0,2,0,0.04501104925329573,Cold,SDR_Outbound,False,,has had no sales contact yet in the last 90 days; is a larger company by headcount (163 employees vs. a typical 61); shows below-average buying intent (score 18 vs. a typical 29),
ACC-00702,Prospect,2025-08-15,47,Professional Services,41.9,0,0,0,5,1,0.0449740672629575,Cold,SDR_Outbound,False,,has been more active on the website than usual (5 visits in the last 90 days vs. a typical 2); shows strong buying intent (score 42 vs. a typical 29); has generated no marketing-qualified leads in the last 90 days,
ACC-01145,Prospect,2025-10-01,187,Manufacturing,33.5,0,0,0,2,3,0.0449628667716611,Cold,SDR_Outbound,False,,has had more contact with sales than typical (3 touches in 90 days vs. a typical 1); is a larger company by headcount (187 employees vs. a typical 61); has generated no marketing-qualified leads in the last 90 days,
ACC-00707,Prospect,2026-05-22,163,Manufacturing,33.0,2,0,0,1,2,0.0449628667716611,Cold,SDR_Outbound,False,,has had more contact with sales than typical (2 touches in 90 days vs. a typical 1); is a larger company by headcount (163 employees vs. a typical 61); has been less active on the website than usual (1 visits in the last 90 days vs. a typical 2),
ACC-00619,Prospect,2025-09-24,130,Financial Services,47.5,3,0,0,0,3,0.044887585320497324,Cold,SDR_Outbound,False,,has had more contact with sales than typical (3 touches in 90 days vs. a typical 1); has not visited the website recently; shows strong buying intent (score 48 vs. a typical 29),
ACC-00898,Prospect,2025-12-30,480,Retail,,3,0,0,0,0,0.04486286529064051,Cold,SDR_Outbound,False,intent_score missing (model-imputed),is a larger company by headcount (480 employees vs. a typical 61); has not visited the website recently; has had no sales contact yet in the last 90 days,
ACC-00093,Prospect,2025-06-24,224,Healthcare,27.9,1,0,0,1,2,0.04429563603191208,Cold,SDR_Outbound,True,stale snapshot (403d old),is a larger company by headcount (224 employees vs. a typical 61); has had more contact with sales than typical (2 touches in 90 days vs. a typical 1); has been less active on the website than usual (1 visits in the last 90 days vs. a typical 2),
ACC-00001,Suspect,2026-06-24,38,Software,33.8,2,0,0,3,0,0.04424130540265227,Cold,SDR_Outbound,False,,has had no sales contact yet in the last 90 days; has been more active on the website than usual (3 visits in the last 90 days vs. a typical 2); shows strong buying intent (score 34 vs. a typical 29),
ACC-01495,Suspect,2025-03-01,16,Financial Services,26.7,0,0,0,5,0,0.04424130540265227,Cold,SDR_Outbound,True,stale snapshot (518d old),has been more active on the website than usual (5 visits in the last 90 days vs. a typical 2); has had no sales contact yet in the last 90 days; is a smaller company by headcount (16 employees vs. a typical 61),
ACC-00748,Prospect,2026-03-17,99,Professional Services,16.3,1,0,0,5,0,0.0441243072986949,Cold,SDR_Outbound,False,,has been more active on the website than usual (5 visits in the last 90 days vs. a typical 2); has had no sales contact yet in the last 90 days; shows below-average buying intent (score 16 vs. a typical 29),
ACC-01164,Suspect,2026-02-26,10,Retail,26.6,5,0,0,0,0,0.0440931309640776,Cold,SDR_Outbound,False,,has not visited the website recently; has had no sales contact yet in the last 90 days; generated more marketing-qualified leads than typical (5 in 90 days vs. a typical 1),
ACC-00358,Prospect,2026-03-19,79,Financial Services,,3,0,0,0,2,0.04402322521522538,Cold,SDR_Outbound,False,intent_score missing (model-imputed),has not visited the website recently; has had more contact with sales than typical (2 touches in 90 days vs. a typical 1); generated more marketing-qualified leads than typical (3 in 90 days vs. a typical 1),
ACC-01271,Prospect,2026-04-10,68,Healthcare,26.5,0,0,0,0,2,0.04402322521522538,Cold,SDR_Outbound,False,,has not visited the website recently; has had more contact with sales than typical (2 touches in 90 days vs. a typical 1); has generated no marketing-qualified leads in the last 90 days,
ACC-00598,Suspect,2024-12-21,92,Software,25.2,1,0,0,0,2,0.04402322521522538,Cold,SDR_Outbound,True,stale snapshot (588d old),has not visited the website recently; has had more contact with sales than typical (2 touches in 90 days vs. a typical 1); is a larger company by headcount (92 employees vs. a typical 61),
ACC-00453,Former Customer,2026-03-18,236,Professional Services,29.1,0,0,0,1,3,0.043994773562994506,Cold,AM_WinBack,False,,has had more contact with sales than typical (3 touches in 90 days vs. a typical 1); is a larger company by headcount (236 employees vs. a typical 61); has been less active on the website than usual (1 visits in the last 90 days vs. a typical 2),
ACC-01300,Prospect,2025-11-21,52,Financial Services,,2,0,0,6,2,0.04364317219105336,Cold,SDR_Outbound,False,intent_score missing (model-imputed),has been more active on the website than usual (6 visits in the last 90 days vs. a typical 2); has had more contact with sales than typical (2 touches in 90 days vs. a typical 1); generated more marketing-qualified leads than typical (2 in 90 days vs. a typical 1),
ACC-00077,Prospect,2025-05-01,54,Software,,0,0,0,6,2,0.04364317219105336,Cold,SDR_Outbound,True,stale snapshot (457d old); intent_score missing (model-imputed),has been more active on the website than usual (6 visits in the last 90 days vs. a typical 2); has had more contact with sales than typical (2 touches in 90 days vs. a typical 1); has generated no marketing-qualified leads in the last 90 days,
ACC-00824,Former Customer,2025-12-27,323,Retail,,0,0,0,0,2,0.04354866039399014,Cold,AM_WinBack,False,intent_score missing (model-imputed),is a larger company by headcount (323 employees vs. a typical 61); has not visited the website recently; has had more contact with sales than typical (2 touches in 90 days vs. a typical 1),
ACC-00267,Former Customer,2026-04-08,134,Financial Services,,0,0,0,0,0,0.043544776166441895,Cold,AM_WinBack,False,intent_score missing (model-imputed),has not visited the website recently; has had no sales contact yet in the last 90 days; is a larger company by headcount (134 employees vs. a typical 61),
ACC-00940,Former Customer,2026-05-07,42,Financial Services,,0,0,0,0,0,0.043495204267301246,Cold,AM_WinBack,False,intent_score missing (model-imputed),has not visited the website recently; has had no sales contact yet in the last 90 days; has generated no marketing-qualified leads in the last 90 days,
ACC-01354,Former Customer,2026-04-10,18,Financial Services,,1,0,0,0,0,0.043495204267301246,Cold,AM_WinBack,False,intent_score missing (model-imputed),has not visited the website recently; has had no sales contact yet in the last 90 days; is a smaller company by headcount (18 employees vs. a typical 61),
ACC-01353,Suspect,2025-11-05,74,Financial Services,,1,0,0,6,1,0.04344122402882725,Cold,SDR_Outbound,False,intent_score missing (model-imputed),has been more active on the website than usual (6 visits in the last 90 days vs. a typical 2); is a larger company by headcount (74 employees vs. a typical 61); has had less contact with sales than typical (1 touches in 90 days vs. a typical 1),
ACC-00420,Prospect,2026-03-13,77,Software,,1,0,0,6,0,0.04344122402882725,Cold,SDR_Outbound,False,intent_score missing (model-imputed),has been more active on the website than usual (6 visits in the last 90 days vs. a typical 2); has had no sales contact yet in the last 90 days; is a larger company by headcount (77 employees vs. a typical 61),
ACC-00386,Prospect,2026-01-11,80,Healthcare,,2,0,0,2,2,0.04318694349159036,Cold,SDR_Outbound,False,intent_score missing (model-imputed),has had more contact with sales than typical (2 touches in 90 days vs. a typical 1); generated more marketing-qualified leads than typical (2 in 90 days vs. a typical 1); is a larger company by headcount (80 employees vs. a typical 61),
ACC-01144,Suspect,2026-06-27,104,Software,,0,0,0,3,2,0.04318694349159036,Cold,SDR_Outbound,False,intent_score missing (model-imputed),has had more contact with sales than typical (2 touches in 90 days vs. a typical 1); has been more active on the website than usual (3 visits in the last 90 days vs. a typical 2); is a larger company by headcount (104 employees vs. a typical 61),
ACC-00752,Suspect,2026-03-21,94,Professional Services,30.8,1,0,0,4,1,0.043172154381813155,Cold,SDR_Outbound,False,,has been more active on the website than usual (4 visits in the last 90 days vs. a typical 2); is a larger company by headcount (94 employees vs. a typical 61); shows strong buying intent (score 31 vs. a typical 29),
ACC-00136,Suspect,2025-04-14,15,Financial Services,15.0,4,0,0,4,0,0.04300966100472777,Cold,SDR_Outbound,True,stale snapshot (474d old),has been more active on the website than usual (4 visits in the last 90 days vs. a typical 2); has had no sales contact yet in the last 90 days; generated more marketing-qualified leads than typical (4 in 90 days vs. a typical 1),
ACC-01299,Suspect,2026-01-28,231,Retail,32.1,0,0,0,1,0,0.04299880193329349,Cold,SDR_Outbound,False,,is a larger company by headcount (231 employees vs. a typical 61); has had no sales contact yet in the last 90 days; has been less active on the website than usual (1 visits in the last 90 days vs. a typical 2),
ACC-00228,Prospect,2026-05-21,8,Healthcare,,2,0,0,0,2,0.042932817864562246,Cold,SDR_Outbound,False,intent_score missing (model-imputed),has not visited the website recently; has had more contact with sales than typical (2 touches in 90 days vs. a typical 1); is a smaller company by headcount (8 employees vs. a typical 61),
ACC-00095,Suspect,2026-06-30,16,Retail,,0,0,0,0,3,0.042932817864562246,Cold,SDR_Outbound,False,intent_score missing (model-imputed),has had more contact with sales than typical (3 touches in 90 days vs. a typical 1); has not visited the website recently; is a smaller company by headcount (16 employees vs. a typical 61),
ACC-00701,Prospect,2026-05-24,200,Financial Services,39.0,3,0,0,3,0,0.04274989369118982,Cold,SDR_Outbound,False,,is a larger company by headcount (200 employees vs. a typical 61); has had no sales contact yet in the last 90 days; has been more active on the website than usual (3 visits in the last 90 days vs. a typical 2),
ACC-01311,Prospect,2026-05-27,71,Retail,,0,0,0,0,1,0.0427340098176761,Cold,SDR_Outbound,False,intent_score missing (model-imputed),has not visited the website recently; has generated no marketing-qualified leads in the last 90 days; is a larger company by headcount (71 employees vs. a typical 61),
ACC-01168,Former Customer,2025-11-14,19,Software,,0,0,0,3,0,0.04266850533320726,Cold,AM_WinBack,False,intent_score missing (model-imputed),has had no sales contact yet in the last 90 days; has been more active on the website than usual (3 visits in the last 90 days vs. a typical 2); is a smaller company by headcount (19 employees vs. a typical 61),
ACC-01178,Prospect,2026-04-27,92,Manufacturing,,0,0,0,4,0,0.0425542006373096,Cold,SDR_Outbound,False,intent_score missing (model-imputed),has been more active on the website than usual (4 visits in the last 90 days vs. a typical 2); has had no sales contact yet in the last 90 days; is a larger company by headcount (92 employees vs. a typical 61),
ACC-00876,Prospect,2026-04-29,153,Financial Services,,1,0,0,2,3,0.042164407031944365,Cold,SDR_Outbound,False,intent_score missing (model-imputed),has had more contact with sales than typical (3 touches in 90 days vs. a typical 1); is a larger company by headcount (153 employees vs. a typical 61); has been less active on the website than usual (2 visits in the last 90 days vs. a typical 2),
ACC-00602,Prospect,2026-03-02,25,Financial Services,,3,0,0,3,2,0.04211633736574739,Cold,SDR_Outbound,False,intent_score missing (model-imputed),has had more contact with sales than typical (2 touches in 90 days vs. a typical 1); has been more active on the website than usual (3 visits in the last 90 days vs. a typical 2); generated more marketing-qualified leads than typical (3 in 90 days vs. a typical 1),
ACC-00130,Prospect,2026-03-05,19,Healthcare,,0,0,0,1,3,0.04211633736574739,Cold,SDR_Outbound,False,intent_score missing (model-imputed),has had more contact with sales than typical (3 touches in 90 days vs. a typical 1); has been less active on the website than usual (1 visits in the last 90 days vs. a typical 2); is a smaller company by headcount (19 employees vs. a typical 61),
ACC-01235,Prospect,2026-03-07,9,Healthcare,,0,0,0,4,3,0.04211633736574739,Cold,SDR_Outbound,False,intent_score missing (model-imputed),has had more contact with sales than typical (3 touches in 90 days vs. a typical 1); has been more active on the website than usual (4 visits in the last 90 days vs. a typical 2); is a smaller company by headcount (9 employees vs. a typical 61),
ACC-00901,Prospect,2026-04-06,29,Financial Services,,2,0,0,1,2,0.04211633736574739,Cold,SDR_Outbound,False,intent_score missing (model-imputed),has had more contact with sales than typical (2 touches in 90 days vs. a typical 1); has been less active on the website than usual (1 visits in the last 90 days vs. a typical 2); is a smaller company by headcount (29 employees vs. a typical 61),
ACC-01165,Prospect,2026-04-03,65,Healthcare,,1,0,0,3,2,0.04211633736574739,Cold,SDR_Outbound,False,intent_score missing (model-imputed),has had more contact with sales than typical (2 touches in 90 days vs. a typical 1); has been more active on the website than usual (3 visits in the last 90 days vs. a typical 2); is a larger company by headcount (65 employees vs. a typical 61),
ACC-00732,Suspect,2025-04-14,22,Software,,2,0,0,3,3,0.04211633736574739,Cold,SDR_Outbound,True,stale snapshot (474d old); intent_score missing (model-imputed),has had more contact with sales than typical (3 touches in 90 days vs. a typical 1); has been more active on the website than usual (3 visits in the last 90 days vs. a typical 2); is a smaller company by headcount (22 employees vs. a typical 61),
ACC-01287,Suspect,2026-06-25,23,Financial Services,,1,0,0,3,3,0.04211633736574739,Cold,SDR_Outbound,False,intent_score missing (model-imputed),has had more contact with sales than typical (3 touches in 90 days vs. a typical 1); has been more active on the website than usual (3 visits in the last 90 days vs. a typical 2); is a smaller company by headcount (23 employees vs. a typical 61),
ACC-00597,Suspect,2025-05-05,181,Retail,,5,0,0,1,0,0.04203954397404417,Cold,SDR_Outbound,True,stale snapshot (453d old); intent_score missing (model-imputed),is a larger company by headcount (181 employees vs. a typical 61); has had no sales contact yet in the last 90 days; generated more marketing-qualified leads than typical (5 in 90 days vs. a typical 1),
ACC-01045,Suspect,2026-04-14,61,Healthcare,27.6,3,0,0,0,0,0.04197278376367591,Cold,SDR_Outbound,False,,has not visited the website recently; has had no sales contact yet in the last 90 days; generated more marketing-qualified leads than typical (3 in 90 days vs. a typical 1),
ACC-00236,Prospect,2026-04-01,80,Retail,,0,0,0,4,0,0.041921144569072595,Cold,SDR_Outbound,False,intent_score missing (model-imputed),has been more active on the website than usual (4 visits in the last 90 days vs. a typical 2); has had no sales contact yet in the last 90 days; has generated no marketing-qualified leads in the last 90 days,
ACC-00237,Suspect,2026-05-10,114,Software,,0,0,0,2,0,0.041921144569072595,Cold,SDR_Outbound,False,intent_score missing (model-imputed),has had no sales contact yet in the last 90 days; is a larger company by headcount (114 employees vs. a typical 61); has generated no marketing-qualified leads in the last 90 days,
ACC-00717,Prospect,2026-03-11,69,Healthcare,,0,0,0,1,1,0.041921144569072595,Cold,SDR_Outbound,False,intent_score missing (model-imputed),has been less active on the website than usual (1 visits in the last 90 days vs. a typical 2); has generated no marketing-qualified leads in the last 90 days; is a larger company by headcount (69 employees vs. a typical 61),
ACC-01193,Former Customer,2026-05-06,452,Professional Services,33.2,4,0,0,3,0,0.04187422559363654,Cold,AM_WinBack,False,,is a larger company by headcount (452 employees vs. a typical 61); has had no sales contact yet in the last 90 days; generated more marketing-qualified leads than typical (4 in 90 days vs. a typical 1),
ACC-00539,Prospect,2026-05-20,98,Retail,,4,0,0,0,2,0.04187260651576102,Cold,SDR_Outbound,False,intent_score missing (model-imputed),has not visited the website recently; has had more contact with sales than typical (2 touches in 90 days vs. a typical 1); generated more marketing-qualified leads than typical (4 in 90 days vs. a typical 1),
ACC-00900,Suspect,2026-04-30,154,Retail,,0,0,0,0,2,0.0417254585415083,Cold,SDR_Outbound,False,intent_score missing (model-imputed),has not visited the website recently; has had more contact with sales than typical (2 touches in 90 days vs. a typical 1); is a larger company by headcount (154 employees vs. a typical 61),
ACC-01025,Prospect,2026-04-28,29,Financial Services,,3,0,0,0,0,0.041674142888495504,Cold,SDR_Outbound,False,intent_score missing (model-imputed),has not visited the website recently; has had no sales contact yet in the last 90 days; generated more marketing-qualified leads than typical (3 in 90 days vs. a typical 1),
ACC-00864,Suspect,2026-07-29,6,Retail,,1,0,0,0,0,0.041674142888495504,Cold,SDR_Outbound,False,intent_score missing (model-imputed),has not visited the website recently; has had no sales contact yet in the last 90 days; is a smaller company by headcount (6 employees vs. a typical 61),
ACC-00625,Prospect,2026-05-31,15,Software,,1,0,0,0,0,0.041674142888495504,Cold,SDR_Outbound,False,intent_score missing (model-imputed),has not visited the website recently; has had no sales contact yet in the last 90 days; is a smaller company by headcount (15 employees vs. a typical 61),
ACC-01092,Prospect,2026-01-30,38,Retail,,2,0,0,0,0,0.041674142888495504,Cold,SDR_Outbound,False,intent_score missing (model-imputed),has not visited the website recently; has had no sales contact yet in the last 90 days; generated more marketing-qualified leads than typical (2 in 90 days vs. a typical 1),
ACC-00470,Suspect,2026-05-05,26,Retail,,0,0,0,0,0,0.041674142888495504,Cold,SDR_Outbound,False,intent_score missing (model-imputed),has not visited the website recently; has had no sales contact yet in the last 90 days; is a smaller company by headcount (26 employees vs. a typical 61),
ACC-00805,Prospect,2025-10-20,15,Financial Services,,2,0,0,0,0,0.041674142888495504,Cold,SDR_Outbound,False,intent_score missing (model-imputed),has not visited the website recently; has had no sales contact yet in the last 90 days; is a smaller company by headcount (15 employees vs. a typical 61),
ACC-00151,Suspect,2025-06-19,27,Financial Services,,1,0,0,0,1,0.041674142888495504,Cold,SDR_Outbound,True,stale snapshot (408d old); intent_score missing (model-imputed),has not visited the website recently; is a smaller company by headcount (27 employees vs. a typical 61); has had less contact with sales than typical (1 touches in 90 days vs. a typical 1),
ACC-00131,Prospect,2025-03-25,46,Healthcare,,1,0,0,0,0,0.041674142888495504,Cold,SDR_Outbound,True,stale snapshot (494d old); intent_score missing (model-imputed),has not visited the website recently; has had no sales contact yet in the last 90 days; is a smaller company by headcount (46 employees vs. a typical 61),
ACC-00449,Prospect,2025-07-19,24,Manufacturing,,1,0,0,3,0,0.04149859991687924,Cold,SDR_Outbound,True,stale snapshot (378d old); intent_score missing (model-imputed),has had no sales contact yet in the last 90 days; has been more active on the website than usual (3 visits in the last 90 days vs. a typical 2); is a smaller company by headcount (24 employees vs. a typical 61),
ACC-00697,Former Customer,2025-02-08,167,Financial Services,,0,0,0,3,0,0.04146825696219563,Cold,AM_WinBack,True,stale snapshot (539d old); intent_score missing (model-imputed),has had no sales contact yet in the last 90 days; is a larger company by headcount (167 employees vs. a typical 61); has been more active on the website than usual (3 visits in the last 90 days vs. a typical 2),
ACC-00273,Former Customer,2025-04-24,30,Professional Services,25.6,1,0,0,0,0,0.04139031485025373,Cold,AM_WinBack,True,stale snapshot (464d old),has not visited the website recently; has had no sales contact yet in the last 90 days; is a smaller company by headcount (30 employees vs. a typical 61),
ACC-00577,Suspect,2026-05-13,111,Professional Services,,0,0,0,6,1,0.041338834009766186,Cold,SDR_Outbound,False,intent_score missing (model-imputed),has been more active on the website than usual (6 visits in the last 90 days vs. a typical 2); is a larger company by headcount (111 employees vs. a typical 61); has generated no marketing-qualified leads in the last 90 days,
ACC-01073,Prospect,2026-04-11,9,Healthcare,,1,0,0,2,0,0.04088057695028009,Cold,SDR_Outbound,False,intent_score missing (model-imputed),has had no sales contact yet in the last 90 days; is a smaller company by headcount (9 employees vs. a typical 61); has been less active on the website than usual (2 visits in the last 90 days vs. a typical 2),
ACC-01319,Prospect,2025-08-15,17,Retail,,0,0,0,5,0,0.04088057695028009,Cold,SDR_Outbound,False,intent_score missing (model-imputed),has been more active on the website than usual (5 visits in the last 90 days vs. a typical 2); has had no sales contact yet in the last 90 days; is a smaller company by headcount (17 employees vs. a typical 61),
ACC-00763,Suspect,2025-12-20,66,Healthcare,,0,0,0,4,0,0.04088057695028009,Cold,SDR_Outbound,False,intent_score missing (model-imputed),has been more active on the website than usual (4 visits in the last 90 days vs. a typical 2); has had no sales contact yet in the last 90 days; has generated no marketing-qualified leads in the last 90 days,
